age,age_group,job,marital,education,balance,housing,loan,contact,month,month_number,duration,campaign,campaign_contact_group,pdays,previous,poutcome,previously_contacted,conversion,y
40,36-45,blue-collar,married,secondary,0,yes,no,cellular,nov,11,113,1,1 Contact,-1,0,unknown,No,0,no
42,36-45,admin.,single,secondary,1143,yes,yes,telephone,nov,11,106,1,1 Contact,-1,0,unknown,No,0,no
41,36-45,self-employed,married,secondary,0,yes,no,cellular,nov,11,789,1,1 Contact,-1,0,unknown,No,1,yes
37,36-45,management,single,tertiary,600,yes,no,cellular,nov,11,116,2,2 Contacts,196,1,failure,Yes,0,no
53,46-55,admin.,married,secondary,350,no,yes,cellular,nov,11,113,3,3 Contacts,132,2,failure,Yes,0,no
59,56-65,self-employed,married,tertiary,34247,yes,no,cellular,nov,11,66,2,2 Contacts,-1,0,unknown,No,0,no
55,46-55,technician,married,tertiary,0,no,no,cellular,nov,11,501,1,1 Contact,-1,0,unknown,No,0,no
53,46-55,self-employed,married,secondary,248,no,yes,cellular,nov,11,99,1,1 Contact,126,3,failure,Yes,0,no
49,46-55,admin.,married,secondary,0,yes,no,cellular,nov,11,201,1,1 Contact,-1,0,unknown,No,0,no
39,36-45,entrepreneur,married,tertiary,2,yes,no,cellular,nov,11,180,1,1 Contact,-1,0,unknown,No,0,no
52,46-55,technician,married,secondary,1818,no,yes,cellular,nov,11,189,2,2 Contacts,111,4,failure,Yes,0,no
36,36-45,management,divorced,tertiary,3837,yes,no,cellular,nov,11,184,1,1 Contact,193,1,success,Yes,0,no
50,46-55,admin.,divorced,secondary,202,no,yes,cellular,nov,11,148,1,1 Contact,-1,0,unknown,No,0,no
38,36-45,management,married,secondary,242,no,no,cellular,nov,11,88,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,entrepreneur,single,tertiary,16,no,no,cellular,nov,11,158,2,2 Contacts,-1,0,unknown,No,0,no
37,36-45,admin.,married,tertiary,0,yes,no,cellular,nov,11,65,2,2 Contacts,119,1,failure,Yes,0,no
52,46-55,management,married,tertiary,11650,yes,no,cellular,nov,11,48,1,1 Contact,-1,0,unknown,No,0,no
44,36-45,management,married,tertiary,58,yes,no,cellular,nov,11,48,1,1 Contact,126,3,failure,Yes,0,no
59,56-65,management,divorced,tertiary,3552,yes,no,cellular,nov,11,690,1,1 Contact,123,7,other,Yes,0,no
43,36-45,technician,single,unknown,572,no,no,cellular,nov,11,80,2,2 Contacts,-1,0,unknown,No,0,no
32,26-35,admin.,married,secondary,0,yes,yes,cellular,nov,11,159,2,2 Contacts,195,2,failure,Yes,0,no
37,36-45,admin.,married,secondary,131,no,no,cellular,nov,11,48,2,2 Contacts,-1,0,unknown,No,0,no
53,46-55,retired,married,secondary,38,yes,no,cellular,nov,11,89,1,1 Contact,-1,0,unknown,No,0,no
33,26-35,self-employed,single,tertiary,2155,no,no,cellular,nov,11,295,1,1 Contact,-1,0,unknown,No,0,no
35,26-35,self-employed,married,tertiary,560,yes,no,cellular,nov,11,46,1,1 Contact,-1,0,unknown,No,0,no
41,36-45,management,married,tertiary,20,yes,no,cellular,nov,11,99,1,1 Contact,151,2,failure,Yes,0,no
37,36-45,services,married,secondary,-954,yes,no,cellular,nov,11,69,1,1 Contact,180,3,failure,Yes,0,no
43,36-45,housemaid,married,primary,0,no,yes,cellular,nov,11,836,1,1 Contact,129,2,failure,Yes,0,no
51,46-55,blue-collar,married,primary,230,yes,no,cellular,nov,11,174,1,1 Contact,195,1,failure,Yes,0,no
56,56-65,management,married,tertiary,505,yes,yes,cellular,nov,11,171,1,1 Contact,172,2,failure,Yes,0,no
44,36-45,blue-collar,married,primary,93,yes,no,cellular,nov,11,230,1,1 Contact,-1,0,unknown,No,0,no
52,46-55,technician,married,unknown,0,yes,no,cellular,nov,11,136,1,1 Contact,-1,0,unknown,No,0,no
44,36-45,services,married,secondary,3843,yes,no,cellular,nov,11,70,1,1 Contact,150,2,other,Yes,0,no
56,56-65,management,single,primary,109,no,yes,telephone,nov,11,124,1,1 Contact,129,18,other,Yes,0,no
34,26-35,management,single,tertiary,2347,no,yes,cellular,nov,11,555,1,1 Contact,-1,0,unknown,No,0,no
36,36-45,blue-collar,married,secondary,1392,no,yes,cellular,nov,11,231,1,1 Contact,-1,0,unknown,No,0,no
48,46-55,retired,married,secondary,264,yes,yes,cellular,nov,11,107,2,2 Contacts,-1,0,unknown,No,0,no
59,56-65,management,married,tertiary,3640,no,no,cellular,nov,11,226,2,2 Contacts,-1,0,unknown,No,0,no
58,56-65,management,married,tertiary,1831,no,no,cellular,nov,11,1531,1,1 Contact,-1,0,unknown,No,0,no
49,46-55,management,divorced,tertiary,1904,no,yes,cellular,nov,11,131,2,2 Contacts,-1,0,unknown,No,0,no
47,46-55,technician,married,secondary,734,yes,no,cellular,nov,11,92,3,3 Contacts,-1,0,unknown,No,0,no
37,36-45,management,married,tertiary,620,yes,no,cellular,nov,11,93,3,3 Contacts,-1,0,unknown,No,0,no
39,36-45,self-employed,married,tertiary,5,yes,no,cellular,nov,11,118,2,2 Contacts,131,1,other,Yes,0,no
38,36-45,technician,married,secondary,821,yes,yes,cellular,nov,11,224,2,2 Contacts,180,1,failure,Yes,0,no
31,26-35,technician,married,secondary,0,yes,no,cellular,nov,11,326,2,2 Contacts,-1,0,unknown,No,0,no
50,46-55,management,married,tertiary,4654,no,no,cellular,nov,11,251,2,2 Contacts,-1,0,unknown,No,0,no
42,36-45,technician,married,primary,275,no,no,cellular,nov,11,295,2,2 Contacts,109,9,failure,Yes,0,no
34,26-35,management,single,tertiary,1049,yes,no,cellular,nov,11,101,2,2 Contacts,129,1,failure,Yes,0,no
51,46-55,blue-collar,married,secondary,1414,yes,no,unknown,nov,11,422,3,3 Contacts,186,2,failure,Yes,0,no
59,56-65,admin.,married,secondary,2145,no,no,telephone,nov,11,273,2,2 Contacts,-1,0,unknown,No,0,no
41,36-45,management,married,tertiary,653,yes,no,telephone,nov,11,60,2,2 Contacts,-1,0,unknown,No,0,no
43,36-45,blue-collar,married,secondary,-210,yes,no,cellular,nov,11,523,2,2 Contacts,-1,0,unknown,No,0,no
30,26-35,technician,single,secondary,163,yes,no,cellular,nov,11,72,3,3 Contacts,-1,0,unknown,No,0,no
38,36-45,blue-collar,married,primary,0,yes,no,cellular,nov,11,78,2,2 Contacts,193,2,failure,Yes,0,no
49,46-55,admin.,married,secondary,1058,no,no,telephone,nov,11,291,3,3 Contacts,-1,0,unknown,No,0,no
38,36-45,management,single,tertiary,11971,yes,no,unknown,nov,11,609,2,2 Contacts,101,3,failure,Yes,0,no
41,36-45,management,single,tertiary,7595,no,no,cellular,nov,11,1121,2,2 Contacts,-1,0,unknown,No,0,no
47,46-55,management,married,secondary,794,yes,yes,cellular,nov,11,564,2,2 Contacts,-1,0,unknown,No,0,no
56,56-65,housemaid,married,primary,1168,no,no,telephone,nov,11,673,2,2 Contacts,-1,0,unknown,No,0,no
53,46-55,retired,married,tertiary,2269,no,no,cellular,nov,11,1091,2,2 Contacts,150,1,success,Yes,1,yes
41,36-45,blue-collar,married,secondary,271,yes,no,cellular,nov,11,148,2,2 Contacts,172,2,failure,Yes,0,no
57,56-65,technician,married,secondary,1158,no,no,unknown,nov,11,204,2,2 Contacts,109,21,other,Yes,0,no
47,46-55,management,married,secondary,0,yes,yes,cellular,nov,11,124,2,2 Contacts,-1,0,unknown,No,0,no
48,46-55,management,divorced,tertiary,-478,yes,no,cellular,nov,11,87,5,4-5 Contacts,167,6,failure,Yes,0,no
54,46-55,management,married,tertiary,3795,yes,yes,cellular,nov,11,227,2,2 Contacts,119,1,failure,Yes,0,no
50,46-55,management,married,tertiary,463,no,yes,cellular,nov,11,141,3,3 Contacts,-1,0,unknown,No,0,no
55,46-55,entrepreneur,married,secondary,653,yes,no,cellular,nov,11,193,2,2 Contacts,186,1,failure,Yes,0,no
40,36-45,management,married,tertiary,486,yes,yes,cellular,nov,11,69,2,2 Contacts,-1,0,unknown,No,0,no
50,46-55,technician,married,secondary,2242,no,no,cellular,nov,11,170,2,2 Contacts,-1,0,unknown,No,0,no
38,36-45,technician,single,secondary,1255,yes,no,cellular,nov,11,151,2,2 Contacts,171,2,failure,Yes,0,no
50,46-55,technician,divorced,secondary,-403,no,yes,cellular,nov,11,130,2,2 Contacts,119,2,failure,Yes,0,no
52,46-55,blue-collar,married,unknown,2171,yes,no,cellular,nov,11,567,2,2 Contacts,-1,0,unknown,No,0,no
43,36-45,management,married,tertiary,0,yes,no,cellular,nov,11,360,2,2 Contacts,-1,0,unknown,No,0,no
49,46-55,blue-collar,divorced,secondary,23,no,no,cellular,nov,11,221,2,2 Contacts,-1,0,unknown,No,0,no
42,36-45,unemployed,married,primary,2636,no,no,cellular,nov,11,178,2,2 Contacts,151,1,failure,Yes,0,no
40,36-45,housemaid,married,secondary,1029,yes,yes,cellular,nov,11,117,2,2 Contacts,117,3,failure,Yes,0,no
46,46-55,services,married,unknown,12839,yes,no,cellular,nov,11,228,4,4-5 Contacts,-1,0,unknown,No,0,no
50,46-55,admin.,married,secondary,1241,yes,yes,telephone,nov,11,49,2,2 Contacts,-1,0,unknown,No,0,no
48,46-55,management,married,secondary,-1157,no,yes,cellular,nov,11,125,2,2 Contacts,-1,0,unknown,No,0,no
34,26-35,unemployed,single,secondary,0,no,no,cellular,nov,11,63,2,2 Contacts,-1,0,unknown,No,0,no
38,36-45,admin.,married,secondary,0,no,no,telephone,nov,11,599,2,2 Contacts,158,8,other,Yes,0,no
31,26-35,self-employed,single,tertiary,917,no,yes,cellular,nov,11,367,3,3 Contacts,-1,0,unknown,No,0,no
43,36-45,management,married,tertiary,1781,no,no,cellular,nov,11,69,2,2 Contacts,-1,0,unknown,No,0,no
51,46-55,management,single,tertiary,2139,no,no,cellular,nov,11,176,2,2 Contacts,-1,0,unknown,No,0,no
34,26-35,management,married,tertiary,815,no,no,cellular,nov,11,161,2,2 Contacts,-1,0,unknown,No,0,no
45,36-45,self-employed,married,secondary,2278,no,no,unknown,nov,11,1735,2,2 Contacts,-1,0,unknown,No,0,no
57,56-65,management,married,secondary,1502,no,no,telephone,nov,11,340,2,2 Contacts,109,11,failure,Yes,0,no
36,36-45,management,married,tertiary,7,yes,no,cellular,nov,11,501,2,2 Contacts,-1,0,unknown,No,0,no
32,26-35,services,single,unknown,2378,no,no,cellular,nov,11,1132,2,2 Contacts,-1,0,unknown,No,1,yes
54,46-55,admin.,married,unknown,217,no,no,telephone,nov,11,110,2,2 Contacts,-1,0,unknown,No,0,no
51,46-55,technician,married,secondary,856,no,no,cellular,nov,11,99,2,2 Contacts,-1,0,unknown,No,0,no
49,46-55,technician,married,secondary,652,no,no,cellular,nov,11,198,2,2 Contacts,-1,0,unknown,No,0,no
46,46-55,management,married,tertiary,1375,yes,no,cellular,nov,11,308,3,3 Contacts,-1,0,unknown,No,0,no
48,46-55,admin.,married,secondary,2707,no,no,cellular,nov,11,212,2,2 Contacts,-1,0,unknown,No,0,no
44,36-45,management,single,secondary,3684,yes,no,cellular,nov,11,35,3,3 Contacts,-1,0,unknown,No,0,no
30,26-35,technician,single,secondary,426,yes,no,telephone,nov,11,127,4,4-5 Contacts,111,6,failure,Yes,0,no
35,26-35,admin.,married,secondary,216,yes,yes,cellular,nov,11,70,3,3 Contacts,-1,0,unknown,No,0,no
50,46-55,management,divorced,tertiary,299,no,no,cellular,nov,11,666,3,3 Contacts,-1,0,unknown,No,0,no
40,36-45,blue-collar,divorced,primary,-78,no,yes,cellular,nov,11,330,2,2 Contacts,-1,0,unknown,No,0,no
56,56-65,management,single,secondary,237,yes,no,telephone,nov,11,117,3,3 Contacts,131,4,failure,Yes,0,no
37,36-45,admin.,married,tertiary,1988,no,no,cellular,nov,11,397,2,2 Contacts,-1,0,unknown,No,0,no
31,26-35,blue-collar,married,secondary,1354,yes,yes,cellular,nov,11,222,2,2 Contacts,-1,0,unknown,No,0,no
39,36-45,technician,married,secondary,8,no,yes,cellular,nov,11,333,2,2 Contacts,96,2,failure,Yes,0,no
50,46-55,admin.,divorced,tertiary,66,yes,no,cellular,nov,11,77,2,2 Contacts,-1,0,unknown,No,0,no
45,36-45,entrepreneur,married,tertiary,1503,no,no,cellular,nov,11,212,3,3 Contacts,-1,0,unknown,No,0,no
40,36-45,admin.,married,secondary,1565,yes,yes,cellular,nov,11,288,2,2 Contacts,-1,0,unknown,No,0,no
43,36-45,management,married,tertiary,68,yes,no,cellular,nov,11,31,2,2 Contacts,-1,0,unknown,No,0,no
52,46-55,technician,divorced,secondary,0,no,no,telephone,nov,11,215,3,3 Contacts,-1,0,unknown,No,0,no
41,36-45,management,married,secondary,3018,yes,no,cellular,nov,11,536,2,2 Contacts,-1,0,unknown,No,0,no
43,36-45,services,divorced,secondary,1043,yes,no,cellular,nov,11,57,4,4-5 Contacts,119,3,failure,Yes,0,no
34,26-35,self-employed,single,tertiary,876,yes,no,cellular,nov,11,145,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,admin.,divorced,secondary,0,yes,yes,cellular,nov,11,86,2,2 Contacts,-1,0,unknown,No,0,no
42,36-45,services,married,secondary,1027,yes,no,telephone,nov,11,188,2,2 Contacts,168,2,failure,Yes,0,no
44,36-45,management,married,tertiary,724,yes,no,cellular,nov,11,157,2,2 Contacts,172,1,failure,Yes,0,no
38,36-45,unemployed,single,tertiary,324,yes,no,cellular,nov,11,167,3,3 Contacts,-1,0,unknown,No,0,no
56,56-65,admin.,divorced,secondary,3337,yes,no,telephone,nov,11,99,3,3 Contacts,-1,0,unknown,No,0,no
54,46-55,technician,married,unknown,1162,no,no,telephone,nov,11,37,2,2 Contacts,-1,0,unknown,No,0,no
42,36-45,blue-collar,married,unknown,452,yes,no,cellular,nov,11,359,2,2 Contacts,-1,0,unknown,No,0,no
51,46-55,technician,married,secondary,614,no,no,cellular,nov,11,85,2,2 Contacts,-1,0,unknown,No,0,no
41,36-45,admin.,married,secondary,0,yes,no,cellular,nov,11,595,2,2 Contacts,-1,0,unknown,No,0,no
44,36-45,blue-collar,married,secondary,0,yes,no,cellular,nov,11,139,3,3 Contacts,-1,0,unknown,No,0,no
36,36-45,blue-collar,married,secondary,0,yes,no,cellular,nov,11,273,2,2 Contacts,131,1,failure,Yes,0,no
43,36-45,management,married,tertiary,430,no,no,cellular,nov,11,44,2,2 Contacts,-1,0,unknown,No,0,no
40,36-45,unemployed,married,secondary,219,yes,no,cellular,nov,11,204,2,2 Contacts,196,1,failure,Yes,0,no
53,46-55,management,divorced,tertiary,627,yes,no,cellular,nov,11,102,3,3 Contacts,-1,0,unknown,No,0,no
54,46-55,admin.,married,secondary,2935,yes,yes,cellular,nov,11,137,2,2 Contacts,-1,0,unknown,No,0,no
58,56-65,management,married,tertiary,1101,no,no,telephone,nov,11,99,3,3 Contacts,-1,0,unknown,No,0,no
41,36-45,management,single,secondary,1286,yes,no,telephone,nov,11,661,4,4-5 Contacts,-1,0,unknown,No,0,no
48,46-55,technician,married,unknown,2106,yes,no,cellular,nov,11,499,2,2 Contacts,195,1,failure,Yes,0,no
53,46-55,technician,divorced,secondary,453,no,no,cellular,nov,11,148,2,2 Contacts,-1,0,unknown,No,0,no
48,46-55,technician,married,tertiary,1036,yes,yes,telephone,nov,11,71,2,2 Contacts,-1,0,unknown,No,0,no
40,36-45,unemployed,married,secondary,1077,yes,yes,cellular,nov,11,148,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,technician,divorced,tertiary,825,yes,no,cellular,nov,11,273,2,2 Contacts,-1,0,unknown,No,0,no
43,36-45,management,married,tertiary,2767,yes,no,cellular,nov,11,374,1,1 Contact,186,7,failure,Yes,0,no
40,36-45,technician,married,secondary,1269,yes,no,cellular,nov,11,353,1,1 Contact,172,1,failure,Yes,0,no
56,56-65,services,married,secondary,1150,no,yes,cellular,nov,11,107,1,1 Contact,117,3,failure,Yes,0,no
37,36-45,technician,married,secondary,5115,yes,no,cellular,nov,11,1210,2,2 Contacts,171,4,failure,Yes,1,yes
38,36-45,services,married,secondary,18,yes,yes,cellular,nov,11,118,2,2 Contacts,-1,0,unknown,No,0,no
56,56-65,management,single,tertiary,1092,yes,yes,cellular,nov,11,176,3,3 Contacts,186,4,failure,Yes,0,no
37,36-45,management,married,secondary,121,no,yes,cellular,nov,11,211,2,2 Contacts,151,2,failure,Yes,0,no
58,56-65,blue-collar,divorced,secondary,644,no,yes,cellular,nov,11,220,4,4-5 Contacts,109,4,failure,Yes,0,no
38,36-45,services,married,primary,0,yes,no,cellular,nov,11,960,2,2 Contacts,-1,0,unknown,No,0,no
55,46-55,housemaid,single,secondary,1606,no,no,telephone,nov,11,762,1,1 Contact,-1,0,unknown,No,0,no
43,36-45,management,single,secondary,469,yes,no,cellular,nov,11,181,4,4-5 Contacts,-1,0,unknown,No,0,no
38,36-45,management,married,tertiary,1680,yes,no,cellular,nov,11,414,2,2 Contacts,-1,0,unknown,No,0,no
51,46-55,services,divorced,secondary,12,yes,no,cellular,nov,11,150,1,1 Contact,-1,0,unknown,No,0,no
45,36-45,entrepreneur,married,secondary,781,no,yes,cellular,nov,11,652,2,2 Contacts,126,2,failure,Yes,1,yes
40,36-45,management,single,secondary,10378,yes,no,cellular,nov,11,523,3,3 Contacts,-1,0,unknown,No,0,no
34,26-35,blue-collar,married,secondary,0,yes,no,cellular,nov,11,301,1,1 Contact,-1,0,unknown,No,0,no
54,46-55,retired,married,secondary,1826,yes,no,cellular,nov,11,264,4,4-5 Contacts,-1,0,unknown,No,0,no
36,36-45,management,married,tertiary,6153,no,no,telephone,nov,11,240,3,3 Contacts,-1,0,unknown,No,0,no
50,46-55,technician,married,secondary,0,yes,no,cellular,nov,11,114,4,4-5 Contacts,168,2,failure,Yes,0,no
46,46-55,self-employed,married,tertiary,0,yes,yes,cellular,nov,11,258,1,1 Contact,-1,0,unknown,No,0,no
42,36-45,technician,married,secondary,525,no,no,cellular,nov,11,172,3,3 Contacts,-1,0,unknown,No,0,no
41,36-45,admin.,married,primary,611,no,yes,cellular,nov,11,487,1,1 Contact,-1,0,unknown,No,0,no
46,46-55,admin.,married,secondary,4958,yes,no,cellular,nov,11,64,3,3 Contacts,150,5,other,Yes,0,no
56,56-65,self-employed,divorced,primary,97,no,yes,telephone,nov,11,215,1,1 Contact,-1,0,unknown,No,0,no
43,36-45,blue-collar,married,primary,197,yes,no,cellular,nov,11,48,2,2 Contacts,-1,0,unknown,No,0,no
44,36-45,technician,divorced,secondary,106,yes,no,unknown,nov,11,17,1,1 Contact,175,1,failure,Yes,0,no
40,36-45,blue-collar,single,secondary,406,no,no,cellular,nov,11,205,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,services,divorced,secondary,204,yes,no,cellular,nov,11,295,1,1 Contact,186,9,other,Yes,0,no
58,56-65,services,married,secondary,2479,yes,no,telephone,nov,11,292,1,1 Contact,-1,0,unknown,No,0,no
49,46-55,technician,single,secondary,-188,yes,yes,cellular,nov,11,454,1,1 Contact,-1,0,unknown,No,1,yes
48,46-55,technician,married,secondary,42,yes,yes,cellular,nov,11,92,1,1 Contact,-1,0,unknown,No,0,no
35,26-35,management,married,tertiary,1485,yes,no,cellular,nov,11,104,1,1 Contact,-1,0,unknown,No,0,no
48,46-55,technician,divorced,secondary,0,no,yes,cellular,nov,11,318,1,1 Contact,-1,0,unknown,No,0,no
40,36-45,blue-collar,married,secondary,755,no,no,cellular,nov,11,408,1,1 Contact,117,1,failure,Yes,0,no
42,36-45,management,married,tertiary,981,yes,no,cellular,nov,11,276,1,1 Contact,-1,0,unknown,No,0,no
55,46-55,self-employed,married,tertiary,0,no,no,cellular,nov,11,252,3,3 Contacts,-1,0,unknown,No,0,no
35,26-35,self-employed,single,secondary,690,yes,no,cellular,nov,11,1012,1,1 Contact,-1,0,unknown,No,0,no
44,36-45,housemaid,divorced,secondary,653,no,no,cellular,nov,11,475,1,1 Contact,-1,0,unknown,No,0,no
40,36-45,management,married,tertiary,1777,yes,no,cellular,nov,11,81,4,4-5 Contacts,-1,0,unknown,No,0,no
50,46-55,technician,married,secondary,0,yes,yes,cellular,nov,11,126,2,2 Contacts,-1,0,unknown,No,0,no
35,26-35,self-employed,married,secondary,3329,no,no,cellular,nov,11,166,1,1 Contact,-1,0,unknown,No,0,no
43,36-45,technician,married,tertiary,1201,yes,yes,cellular,nov,11,82,1,1 Contact,97,3,failure,Yes,0,no
31,26-35,blue-collar,single,tertiary,761,no,no,telephone,nov,11,514,2,2 Contacts,-1,0,unknown,No,1,yes
40,36-45,self-employed,married,tertiary,3059,yes,yes,cellular,nov,11,41,1,1 Contact,182,1,failure,Yes,0,no
53,46-55,technician,married,secondary,530,no,no,cellular,nov,11,244,1,1 Contact,-1,0,unknown,No,0,no
56,56-65,management,married,secondary,0,no,no,telephone,nov,11,189,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,blue-collar,married,primary,7673,yes,no,cellular,nov,11,143,1,1 Contact,-1,0,unknown,No,0,no
32,26-35,services,single,secondary,148,yes,no,cellular,nov,11,150,1,1 Contact,-1,0,unknown,No,0,no
49,46-55,technician,married,unknown,323,yes,no,cellular,nov,11,41,2,2 Contacts,-1,0,unknown,No,0,no
33,26-35,technician,divorced,secondary,751,yes,no,cellular,nov,11,237,1,1 Contact,-1,0,unknown,No,0,no
54,46-55,technician,divorced,secondary,2868,no,no,cellular,nov,11,42,1,1 Contact,-1,0,unknown,No,0,no
46,46-55,blue-collar,married,tertiary,-388,no,no,cellular,nov,11,295,2,2 Contacts,-1,0,unknown,No,0,no
44,36-45,entrepreneur,single,tertiary,1240,yes,no,cellular,nov,11,88,1,1 Contact,-1,0,unknown,No,0,no
57,56-65,self-employed,married,tertiary,894,yes,no,cellular,nov,11,79,1,1 Contact,-1,0,unknown,No,0,no
59,56-65,self-employed,married,secondary,201,no,no,cellular,nov,11,117,2,2 Contacts,-1,0,unknown,No,0,no
45,36-45,technician,married,secondary,2269,yes,no,cellular,nov,11,233,1,1 Contact,-1,0,unknown,No,0,no
36,36-45,housemaid,married,primary,4324,yes,no,cellular,nov,11,139,4,4-5 Contacts,127,4,failure,Yes,0,no
44,36-45,management,married,tertiary,756,yes,no,cellular,nov,11,65,1,1 Contact,130,2,failure,Yes,0,no
49,46-55,blue-collar,married,secondary,2039,yes,no,cellular,nov,11,283,2,2 Contacts,-1,0,unknown,No,0,no
43,36-45,entrepreneur,married,tertiary,13342,yes,no,cellular,nov,11,465,1,1 Contact,-1,0,unknown,No,0,no
37,36-45,blue-collar,married,secondary,723,yes,no,cellular,nov,11,119,1,1 Contact,110,2,failure,Yes,0,no
36,36-45,self-employed,single,secondary,15,no,no,cellular,nov,11,186,2,2 Contacts,-1,0,unknown,No,0,no
37,36-45,technician,married,secondary,195,yes,no,cellular,nov,11,68,1,1 Contact,194,2,failure,Yes,0,no
42,36-45,blue-collar,married,secondary,879,yes,no,cellular,nov,11,140,1,1 Contact,-1,0,unknown,No,0,no
41,36-45,technician,married,secondary,3275,yes,no,cellular,nov,11,121,1,1 Contact,168,1,other,Yes,0,no
42,36-45,entrepreneur,married,tertiary,2249,yes,no,telephone,nov,11,228,1,1 Contact,125,5,failure,Yes,0,no
34,26-35,technician,married,tertiary,7717,yes,no,cellular,nov,11,386,1,1 Contact,-1,0,unknown,No,0,no
59,56-65,blue-collar,married,primary,162,no,no,telephone,nov,11,140,1,1 Contact,-1,0,unknown,No,0,no
55,46-55,services,married,tertiary,606,no,yes,cellular,nov,11,114,2,2 Contacts,-1,0,unknown,No,0,no
53,46-55,technician,married,secondary,137,no,yes,cellular,nov,11,52,1,1 Contact,176,1,failure,Yes,0,no
34,26-35,management,single,tertiary,26575,no,no,cellular,nov,11,93,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,services,married,secondary,135,yes,no,cellular,nov,11,109,1,1 Contact,-1,0,unknown,No,0,no
37,36-45,self-employed,single,secondary,133,yes,no,cellular,nov,11,207,1,1 Contact,-1,0,unknown,No,0,no
54,46-55,technician,divorced,tertiary,2133,no,no,cellular,nov,11,176,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,blue-collar,married,secondary,2305,yes,no,cellular,nov,11,301,1,1 Contact,-1,0,unknown,No,0,no
31,26-35,admin.,single,secondary,19,yes,no,cellular,nov,11,1978,1,1 Contact,-1,0,unknown,No,1,yes
57,56-65,management,married,tertiary,2101,no,no,cellular,nov,11,101,5,4-5 Contacts,-1,0,unknown,No,0,no
35,26-35,management,married,tertiary,1613,yes,no,cellular,nov,11,95,1,1 Contact,-1,0,unknown,No,0,no
51,46-55,housemaid,divorced,secondary,-76,yes,no,cellular,nov,11,91,1,1 Contact,-1,0,unknown,No,0,no
48,46-55,management,married,tertiary,1741,yes,yes,telephone,nov,11,40,1,1 Contact,-1,0,unknown,No,0,no
44,36-45,technician,married,secondary,10888,yes,no,cellular,nov,11,67,1,1 Contact,105,1,failure,Yes,0,no
34,26-35,management,married,tertiary,417,yes,no,cellular,nov,11,138,1,1 Contact,-1,0,unknown,No,0,no
44,36-45,management,married,tertiary,0,yes,yes,cellular,nov,11,54,1,1 Contact,-1,0,unknown,No,0,no
41,36-45,admin.,married,secondary,4320,yes,no,cellular,nov,11,164,1,1 Contact,166,2,failure,Yes,0,no
35,26-35,management,married,tertiary,618,yes,no,cellular,nov,11,116,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,management,married,tertiary,65,yes,no,cellular,nov,11,544,1,1 Contact,-1,0,unknown,No,0,no
35,26-35,technician,married,secondary,4508,yes,no,cellular,nov,11,854,1,1 Contact,-1,0,unknown,No,1,yes
56,56-65,self-employed,divorced,secondary,0,no,no,cellular,nov,11,348,1,1 Contact,-1,0,unknown,No,0,no
39,36-45,blue-collar,married,secondary,263,yes,no,cellular,nov,11,365,1,1 Contact,-1,0,unknown,No,0,no
33,26-35,management,divorced,tertiary,280,no,yes,cellular,nov,11,155,1,1 Contact,-1,0,unknown,No,0,no
41,36-45,blue-collar,married,primary,1461,yes,no,cellular,nov,11,290,1,1 Contact,165,2,success,Yes,0,no
45,36-45,technician,single,unknown,7108,yes,yes,cellular,nov,11,53,1,1 Contact,172,3,failure,Yes,0,no
53,46-55,entrepreneur,married,unknown,2496,no,yes,cellular,nov,11,94,1,1 Contact,-1,0,unknown,No,0,no
33,26-35,technician,married,secondary,256,yes,no,cellular,nov,11,76,1,1 Contact,-1,0,unknown,No,0,no
30,26-35,services,married,secondary,33,no,no,cellular,nov,11,36,1,1 Contact,-1,0,unknown,No,0,no
38,36-45,technician,single,tertiary,1674,no,no,cellular,nov,11,333,1,1 Contact,-1,0,unknown,No,0,no
44,36-45,entrepreneur,divorced,tertiary,316,yes,no,cellular,nov,11,244,1,1 Contact,-1,0,unknown,No,0,no
34,26-35,management,married,tertiary,0,yes,no,cellular,nov,11,244,1,1 Contact,-1,0,unknown,No,0,no
36,36-45,management,single,tertiary,13,no,yes,cellular,nov,11,106,1,1 Contact,-1,0,unknown,No,0,no
48,46-55,management,married,secondary,4415,yes,no,cellular,nov,11,271,1,1 Contact,102,6,failure,Yes,0,no
33,26-35,blue-collar,married,secondary,24,yes,no,cellular,nov,11,184,1,1 Contact,-1,0,unknown,No,0,no
31,26-35,management,married,tertiary,2,yes,no,cellular,nov,11,224,1,1 Contact,-1,0,unknown,No,0,no
44,36-45,technician,married,secondary,2126,no,yes,cellular,nov,11,166,1,1 Contact,-1,0,unknown,No,0,no
47,46-55,unemployed,single,secondary,4819,no,no,cellular,nov,11,144,1,1 Contact,-1,0,unknown,No,0,no
41,36-45,technician,married,secondary,112,yes,no,cellular,nov,11,55,1,1 Contact,-1,0,unknown,No,0,no
58,56-65,management,married,tertiary,9339,yes,no,telephone,nov,11,52,3,3 Contacts,172,3,other,Yes,0,no
